1145,39.497944,-76.230931
983,46.976679,-123.813485
1913,37.756611,-122.249282
141,42.710356,-73.819109
82,43.68606,-93.357721
1877,43.657558,-93.318197
575,35.108486,-106.612804
826,31.312424,-92.446436
90,40.588118,-75.560089
1782,28.665051,-81.381411
1757,41.664181,-93.46561
1873,40.499154,-78.390938
699,35.189016,-101.931467
1748,33.86675,-117.747716
73,41.699048,-85.000326
601,42.241125,-83.766522
1864,38.980062,-76.540338
1853,37.963451,-121.737253
478,34.179106,-97.165632
1051,32.754659,-97.082823
2149,38.887369,-77.092363
1122,48.212441,-122.183491
668,35.531428,-82.604495
1512,39.204837,-106.858507
19,35.486585,-120.666378
1104,34.785416,-86.942864
1663,33.917081,-83.452989
154,33.79382,-84.39713
2002,33.846487,-84.360172
1921,33.848756,-84.36434
1449,42.706861,-83.289364
449,32.627837,-85.445105
335,42.203734,-71.833059
836,33.514985,-82.04446
1925,33.481657,-82.130253
728,44.347885,-69.786042
1259,30.329275,-97.706259
1646,25.959456,-80.143016
583,44.782882,-117.812306
1347,35.262655,-116.08074
799,35.354643,-119.331607
1776,39.268577,-76.598901
872,43.121858,-124.398943
1458,39.759444,-74.253456
6,34.849124,-117.085459
2082,40.655365,-74.52993
295,30.423892,-91.154637
660,46.378836,-94.256378
861,43.622061,-83.932241
669,36.913695,-116.754463
129,38.249149,-112.652524
1369,40.913875,-77.738413
809,44.03563,-121.308473
929,44.212532,-72.576462
2086,40.265925,-94.015682
1451,43.689751,-85.515625
1912,36.226894,-121.761368
318,45.83626,-109.94341
143,45.734046,-108.604932
597,42.145542,-75.902081
975,33.525826,-86.807072
71,37.625618,-109.473842
927,41.016143,-76.492616
626,43.592251,-116.27942
1119,41.722171,-88.03744
1424,42.3255,-71.0633
1205,42.34717,-71.081003
2234,42.344903,-71.09933
1739,40.020289,-105.257022
899,36.955196,-86.438854
213,45.70007,-111.06329
2177,42.223016,-71.022012
188,27.940665,-82.323525
339,42.838443,-72.565798
1194,39.999842,-78.238697
546,35.9696,-86.804159
890,44.775828,-68.734647
1075,36.59171,-82.261227
2365,40.863231,-73.828839
1885,40.683715,-73.974337
1944,40.669936,-73.963069
1269,40.721853,-73.956658
1004,40.270918,-103.622026
55,33.443011,-112.556876
18,34.614555,-120.188432
332,42.968675,-78.69568
1488,34.061756,-83.994375
1243,34.184915,-118.311702
44,36.070788,-79.511222
1247,40.101817,-74.793363
22,48.509743,-122.338681
250,45.981226,-112.507161
720,35.400105,-119.397796
419,33.931316,-116.820082
661,44.28254,-85.40306
1545,42.3685,-71.0762
1192,40.003569,-81.574967
1732,39.088405,-74.821456
1302,40.23345,-77.119076
1490,33.084093,-117.266324
1947,39.971892,-86.15263
187,32.878773,-111.681694
765,36.167631,-95.766044
1898,28.331278,-81.53247
23,46.729872,-122.977392
801,40.146204,-88.259828
844,29.784665,-95.110612
1128,38.354715,-81.642809
375,35.34075,-80.76579
1185,38.067294,-78.493075
167,35.038644,-85.19593
1237,37.367264,-77.416961
86,41.161085,-104.804955
1412,41.937552,-87.644709
1221,41.88651,-87.61972
1949,41.908065,-87.646836
1411,41.869126,-87.639971
1926,39.726617,-121.802832
942,34.432426,-100.218676
2105,39.162578,-84.426532
823,32.374263,-99.007197
2111,43.820391,-84.766717
1612,39.817478,-75.457259
2237,47.189262,-120.902714
964,45.411899,-94.054852
1147,41.825379,-73.770409
427,47.708479,-116.794283
1283,39.361344,-101.054067
757,38.837573,-104.824889
646,38.957778,-92.252761
928,34.106319,-80.950723
1755,39.974322,-83.000802
43,29.690066,-96.537727
1471,37.970182,-122.058569
1181,36.155817,-85.515186
850,41.680372,-91.591467
140,34.32753,-112.11846
66,39.92646,-122.1984
1797,33.826525,-117.515537
45,32.068583,-96.448248
2210,37.928225,-122.514787
516,41.220921,-95.835579
319,41.585206,-87.721114
132,40.683508,-80.108327
497,40.32244,-74.4869
766,41.752393,-124.1944
439,33.986765,-118.390162
1535,37.324431,-122.009041
1443,43.767154,-103.59432
1541,32.881141,-96.76952
1741,37.673992,-122.471969
1183,41.379441,-73.477961
17,41.080103,-73.46135
64,41.067306,-73.504917
869,41.575888,-90.513526
321,39.858702,-84.277027
658,42.236461,-71.178325
455,30.720702,-86.116677
1653,26.455624,-80.190377
1256,32.28138,-107.760286
704,33.231373,-97.166412
156,39.77512,-104.794648
50,44.73704,-122.151999
1175,36.018436,-87.333018
1725,39.195256,-75.54727
1597,33.953385,-118.112905
1641,33.934471,-118.121217
1101,42.674008,-93.462779
642,37.703163,-121.925304
1952,40.093177,-83.092304
1581,42.487579,-90.664071
589,46.784467,-92.10232
498,40.415938,-74.444713
1828,40.424158,-74.379906
84,41.660517,-71.497242
1927,37.459637,-122.137653
65,44.77083,-91.43711
25,40.544595,-74.334113
559,39.137114,-88.563468
860,39.393663,-74.562619
48,32.760837,-115.532486
1037,31.8839,-106.58379
438,40.836301,-115.790859
62,46.976918,-120.54162
726,42.049602,-80.086345
1133,42.170757,-77.108063
1447,40.38382,-105.519754
760,40.778885,-124.188383
1149,41.263157,-110.985309
1956,41.725337,-87.683546
1244,38.256618,-122.065062
1390,38.261782,-122.052399
1193,41.140779,-78.784927
77,36.766315,-108.144266
1303,35.009458,-78.822461
882,37.473828,-119.635893
1546,39.9576,-86.016125
75,35.174151,-111.663194
1073,29.697904,-97.099993
1189,34.190271,-79.832615
1058,25.456567,-80.474333
8,38.642291,-121.18813
811,38.647199,-121.118344
1618,34.151104,-117.47141
337,27.60089,-80.82286
1893,26.60777,-81.809942
1939,30.905995,-102.884623
1252,41.138488,-85.163426
2168,32.758363,-97.353521
590,33.70275,-117.934297
1373,42.303647,-71.394175
1233,40.613216,-80.100066
1456,38.225925,-77.506129
1293,43.858834,-70.104067
39,37.492713,-121.944627
1407,37.544293,-121.984002
628,36.835455,-119.91058
20,26.485574,-81.787149
1938,29.624414,-82.376777
1236,39.118193,-77.20231
87,35.505278,-108.828094
542,38.696385,-119.548525
1425,45.025653,-84.722194
58,32.943675,-112.734081
653,44.292984,-105.526325
7,37.02445,-121.56535
70,37.66976,-77.461414
1623,34.145132,-118.257249
2252,40.707998,-73.866983
1474,42.0771634,-87.860828
46,39.552676,-107.340171
128,39.326258,-101.725107
944,40.917396,-100.170592
1009,40.829973,-98.379822
93,39.090758,-108.604325
600,42.914231,-85.533057
